Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
The Actuarial Society of Kenya,,"[{'score': 'high', 'number': '+254 721 831766', 'type': 'company_line'}]",http://www.actuarieskenya.or.ke,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/actuarieskenya
Actum Processing,,,http://www.actumprocessing.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/actum-processing--llc
Acudeen,,"[{'score': 'low', 'number': '6328170440', 'type': 'company_line'}]",http://www.acudeen.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acudeen-com-1
Acuff & Associates,,"[{'score': 'high', 'number': '+1 615-726-2410', 'type': 'company_line'}]",http://www.acuff.net,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acuff---associates
Acuff Financial Services,,,http://www.acufffinancial.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acuff-financial-services
"Acuitas, Inc.",,"[{'score': 'high', 'number': '+1 312-601-9034', 'type': 'company_line'}]",http://www.acuitasinc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acuitas--inc--1
"Acuitas Investments, LLC",,,http://www.acuitasinvestments.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acuitas-investments
Acuity Advisors and CPAs,,,http://www.acuitycpas.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acuity-advisors-and-cpas--llp
"Acuity Consulting, Inc.",,,http://www.teamacuity.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acuity-consulting--inc-
Acuity,,"[{'score': 'high', 'number': '+1 888-418-8410', 'type': 'company_line'}]",http://www.acuity.co,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/acuity-financial-experts-2
Acuity Group,,,http://www.acuity-grp.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acuity-group--llc-1
Acuity Insurance,,"[{'number': '+1 800-242-7666', 'score': 'high', 'type': 'company_line'}]",http://www.acuity.com,,> $1B,Financial Services,,,,https://www.adapt.io/company/acuity-insurance
AcuityCFO,,"[{'score': 'high', 'number': '+1 888-418-8410', 'type': 'company_line'}]",http://www.acuity.co,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acuitycfo
Acuitytec,,"[{'score': 'high', 'number': '+1 866-504-2170', 'type': 'company_line'}]",http://www.acuitytec.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acuitytec-com
Acuma - Independent Financial Advice,,"[{'score': 'high', 'number': '+971 4 503 4700', 'type': 'company_line'}]",http://www.devere-acuma.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acuma-ae
Acumen,,"[{'score': 'high', 'number': '+1 212-566-8821', 'type': 'company_line'}]",http://www.acumen.org,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumen-38
acumen,,,http://www.acumenadvisors.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acumen-40
Acumen Asset Management,,,http://www.hugedomains.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acumen-asset-management-1
Acumen Capital Partners,,,http://www.acumencapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumen-capital
Acumen Financial Consultancy,,"[{'score': 'high', 'number': '+91 95039 11188', 'type': 'company_line'}]",http://www.acumenfc.co.in,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumen-financial-consultancy-
Acumen Fiscal Agent,,,http://www.acumenfiscalagent.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumen-fiscal-agent
Acumen Solutions Group,,"[{'score': 'high', 'number': '+1 516-986-3425', 'type': 'company_line'}]",http://www.acumenins.com,,,Financial Services,,,,https://www.adapt.io/company/acumen-solutions-group
Acumen Technologies,,,http://www.acumennet.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acumen-technologies-1
Acumen Wealth Advisors,,"[{'score': 'high', 'number': '+1 423-825-4796', 'type': 'company_line'}]",http://www.acumenwealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acumen-wealth-advisors
Acumen Capital,,,http://www.acumencapital.co.in,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumencapital-co-in-1
acumengroup,,"[{'score': 'high', 'number': '+91 484 429 1111', 'type': 'company_line'}]",http://www.acumengroup.in,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumengroup
Acumen Group,,"[{'score': 'high', 'number': '+1 225-706-2674', 'type': 'company_line'}]",http://www.acumengroup.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acumengroup-com
Acumen Holding,,"[{'score': 'high', 'number': '+20 2 38653336', 'type': 'company_line'}]",http://www.acumenholding.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acumenholding-com
Acumen Wealthcare,,,http://www.acumenwealthcare.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acumenwealthcare
Acupay,,"[{'score': 'high', 'number': '+1 212-510-4391', 'type': 'company_line'}]",http://www.acupay.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acupay-system-llc-1
Acupro Consulting,,,http://www.acuproconsulting.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acupro-consulting
Acura Finance,,,http://www.acurafinance.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acura-finance
Acurancy Insurance Services,,"[{'score': 'high', 'number': '+61 2 8917 6988', 'type': 'company_line'}]",http://www.acurancy.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acurancy-com-au
Acuris,,,http://www.acuris.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/acuris-2
Acute Business Services,,,http://www.acute.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acute-com-au
acvila,,,http://www.acvila.md,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acvila
"ACW, LLC",,,http://www.acwgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/acw--llc
ACW Insurance Group,,,http://www.acwgroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/acw-insurance-group-1
ACWA JPIA,,,http://www.acwajpia.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/acwa-joint-powers-insurance
acy,,"[{'score': 'high', 'number': '+61 2 9188 2999', 'type': 'company_line'}]",http://www.acy.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/acy
AA Recovery Services,,,http://www.adastrarecoveryservicesinc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ad-astra-recovery-services--inc-
ad-cap.com,,"[{'score': 'high', 'number': '+1 544-819-1754', 'type': 'company_line'}]",http://www.ad-cap.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ad-cap-com
AD MediLink,,"[{'score': 'high', 'number': '+852 2606 2668', 'type': 'company_line'}]",http://www.admedilink.hk,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ad-medilink-1
A&D Mortgage,,"[{'score': 'high', 'number': '+1 305-760-7000', 'type': 'company_line'}]",http://www.admortgage.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ad-mortgage-corp
Ad's Finance,,,http://www.adsfinance.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ad-s-finance
The Ad Store,,"[{'score': 'high', 'number': '+1 212-685-8899', 'type': 'company_line'}]",http://www.adstore.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ad-store-inc-2
Advantage Partners,,"[{'score': 'high', 'number': '+81 3-5425-8202', 'type': 'company_line'}]",http://www.advantagepartners.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ad-vantage-partners
Ad Vitam Distribution,,,http://www.advitamdistribution.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ad-vitam-distribution
Ada Family Dentistry - Dr. Samy Salhadar General and Cosmetic Dentist,,,http://www.adafamilydentistry.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ada-family-dentistry-inc
adacas.org.au,,"[{'score': 'high', 'number': '+61 2 6242 5060', 'type': 'company_line'}]",http://www.adacas.org.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adacas-org-au
Adad Fin Advisors Pvt. Ltd.,,"[{'score': 'high', 'number': '+91 84680 20019', 'type': 'company_line'}]",http://www.planyourworld.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adad-fin-advisors-pvt--ltd-
Adagio Group,,,http://www.theadagiogroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adagio-group
Adair & Evans,,,http://www.tularecpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adair---evans-an-a-c
Adair Capital Llc,,"[{'score': 'high', 'number': '+1 212-750-1577', 'type': 'company_line'}]",http://www.adaircapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adair-capital-management
"Adair Horne & Associates, Inc.",,,http://www.adairhorneassoc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adair-horne---associates
ADAM IT Solutions [ Sage(UK) Business Partner ],,,http://www.adamholdings.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adam-it-solutions---sage-uk--business-partner--
Adam R. Rosenberg & Company,,,http://www.arrcpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adam-r--rosenberg---company--cpas
"Adam Shay CPA, PLLC",,,http://www.adamshaycpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adam-shay-cpa--pllc-2
Adamas Jewelry and Gems,,"[{'score': 'high', 'number': '+1 330-758-3185', 'type': 'company_line'}]",http://www.adamas.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adamas-jewelry-and-gems
"Adami, Lindsey & Company, LLP",,"[{'number': '+1 903-892-2727', 'score': 'high', 'type': 'company_line'}]",http://www.adamilindsey.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adami--lindsey---company--llp
Adamjee Insurance,,,http://www.adamjeeinsurance.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/adamjee-insurance
adamjeelife.com,,,http://www.adamjeelife.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/adamjeelife-com-1
"Adams & Associates, Inc.",,,http://www.adamsandassociatesinc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams---associates--inc-
"Adams & Petersen, CPAs LLC",,,http://www.apcpas.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams---petersen--cpas-llc
"Adams, Brown, Beran & Ball, Chtd.",,,http://www.abbb.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams--brown--beran---ball--chtd-
Adams,,"[{'score': 'high', 'number': '+1 804-323-1313', 'type': 'company_line'}]",http://www.ajccpas.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams--jenkins---cheatham
Adams Accounting,,,http://www.adamsabc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams-accounting-1
Adams Bank & Trust,,"[{'number': '+1 308-284-3322', 'score': 'high', 'type': 'company_line'}]",http://www.abtbank.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/adams-bank---trust
Adams Community Bank,,"[{'number': '+1 413-743-0001', 'score': 'high', 'type': 'company_line'}]",http://www.adamscommunity.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/adams-community-bank
Adams Eaddy & Associates,,"[{'number': '+1 803-254-9404', 'score': 'high', 'type': 'company_line'}]",http://www.adamseaddy.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/adams-eaddy-
Adams Financial,,,http://www.adamsfinancial.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adams-financial-1
Adams Funds,,"[{'score': 'high', 'number': '+1 410-230-2920', 'type': 'company_line'}]",http://www.adamsfunds.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adams-funds
Adams Insurance Advisors,,,http://www.aiainsures.com,,,Financial Services,,,,https://www.adapt.io/company/adams-insurance-advisors
Adams Insurance Agency,,,http://www.adamsseattleinsurance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adams-insurance-agency-1
"Adams Insurance Service, Inc.",,"[{'score': 'high', 'number': '+1 713-869-8346', 'type': 'company_line'}]",http://www.adamsins.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adams-insurance-service--inc-
Adams Marketing Group,,"[{'score': 'high', 'number': '+1 407-682-1442', 'type': 'company_line'}]",http://www.adamsmarketinggroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adams-marketing-group
"Adams Samartino & Co., P.C.",,"[{'score': 'high', 'number': '+1 860-583-8675', 'type': 'company_line'}]",http://www.adamssamartinocpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adams-samartino---co---p-c-
Adams Street Partners,,"[{'score': 'high', 'number': '+1 312-553-4428', 'type': 'company_line'}]",http://www.adamsstreetpartners.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/adams-street-partners-2
Adams Wealth Advisors,,,http://www.adamswealthadvisors.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adams-wealth-advisors
Adam Securities Limited,,,http://www.adamsecurities.com.pk,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adamsecurities-1
Adams&Miles,,,http://www.adamsmiles.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adamsmiles-1
Adamy Valuation,,,http://www.adamyvaluation.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adamy-valuation
Adansi Rural Bank,,"[{'score': 'high', 'number': '+233 57 443 8510', 'type': 'company_line'}]",http://www.adansibank.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adansi-rural-bank-limited
Adapt IT Holdings,,"[{'score': 'medium', 'number': '+1 0829263027', 'type': 'company_line'}]",http://www.adaptit.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/adapt-it-holdings-1
Adaptik Corporation,,"[{'score': 'high', 'number': '+1 201-820-3253', 'type': 'company_line'}]",http://www.adaptik.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adaptik-corporation
adaptive-financial,,,http://www.adaptivefc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adaptive-financial-consulting
"Adaptive Payments, Inc.",,"[{'score': 'high', 'number': '+1 954-756-1603', 'type': 'company_line'}]",http://www.adaptivepayments.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adaptive-payments--inc-
Adarsh Co-Operative Bank,,,http://www.adarshco-operativebank.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/adarsh-co-operative-bank-ltd
Adarsh Credit Co-Operative Society Ltd.,,"[{'score': 'high', 'number': '+91 79 2756 0016', 'type': 'company_line'}]",http://www.adarshcredit.in,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/adarsh-credit-co-operative-society-1
AD Associés,,"[{'score': 'high', 'number': '+212 5229-89401', 'type': 'company_line'}]",http://www.adassocies.ma,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adassocies-
The ABD Team,,"[{'score': 'high', 'number': '+1 650-488-8565', 'type': 'company_line'}]",http://www.theabdteam.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adb-financial-services
ADC Bank,,,http://www.adcbank.coop,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adc-bank-
Adc Capital,,,http://www.adcadvisory.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adc-capital
ADCAHB Medical,,"[{'score': 'high', 'number': '+1 954-753-8080', 'type': 'company_line'}]",http://www.adcahb.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adcahb-medical-coverages-2
Adcock-Adcock Insurance Agency,,,http://www.adcock-insurance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adcock-adcock-insurance-agency
"Adcock Financial Group, Inc.",,"[{'score': 'high', 'number': '+1 706-529-4900', 'type': 'company_line'}]",http://www.adcockfinancialgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adcock-financial-group--inc-
Adcock Financial Group,,"[{'number': '+1 813-935-4091', 'score': 'high', 'type': 'company_line'}]",http://www.adcockfinancial.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adcock-financial-group-1
Adcorp Group,,"[{'score': 'high', 'number': '+27 10 800 0000', 'type': 'company_line'}]",http://www.adcorpgroup.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/adcorp-holdings-limited
add.com.br,,"[{'score': 'medium', 'number': '+1 38425098', 'type': 'company_line'}]",http://www.add.com.br,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/add-com-br
ADD&L Insurance Services,,,http://www.addlins.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/add-l-insurance-services--inc-
A D Danieli Chartered Accountants,,"[{'score': 'high', 'number': '+61 2 9290 3099', 'type': 'company_line'}]",http://www.addca.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addca-com-au
AddCash Finance,,"[{'score': 'high', 'number': '+61 8 8342 2900', 'type': 'company_line'}]",http://www.addcash.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addcash-finance-
Addcon Contabilidade,,,http://www.addcon.com.br,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/addcon-
addendacapital.com,,,http://www.addendacapital.com,,,Financial Services,,,,https://www.adapt.io/company/addendacapital-com
Addept,,"[{'score': 'medium', 'number': '+1 884182111', 'type': 'company_line'}]",http://www.addept.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addept-
Addicus,,,http://www.weareaddicus.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/addicus
Addison Partners,,"[{'score': 'high', 'number': '+61 2 4995 7300', 'type': 'company_line'}]",http://www.addisonpartners.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addisonpartners-com-au
Addisons Advisory,,"[{'score': 'medium', 'number': '+1 1300736509', 'type': 'company_line'}]",http://www.addisons.net.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addisons-advisory-group-
Addition Financial,,"[{'score': 'high', 'number': '+1 407-896-9411', 'type': 'company_line'}]",http://www.additionfi.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/additionfi
Addleman & Associates,,,http://www.addlemancpas.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addleman---associates
Addlestone Hebrew Academy,,,http://www.addlestone.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/addlestone-org
Addsum,,"[{'score': 'high', 'number': '+61 2 9212 4881', 'type': 'company_line'}]",http://www.addsum.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/addsum-com-au
Boubyan Bank,,"[{'score': 'high', 'number': '+965 1820 082', 'type': 'company_line'}]",http://www.boubyan.bankboubyan.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/adel-banking-company
ADELAIDE BANK LIMITED,,"[{'score': 'high', 'number': '+61 8 8300 6000', 'type': 'company_line'}]",http://www.adelaidebank.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adelaide-bank-limited-1
Adelaide Equity Partners Limited,,"[{'score': 'high', 'number': '+61 8 8232 8800', 'type': 'company_line'}]",http://www.adelaideequity.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adelaide-equity-partners-ltd-
Adelantos Panamá,,"[{'score': 'high', 'number': '+507 216-9090', 'type': 'company_line'}]",http://www.adelantos.com.pa,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adelantos-com-pa
Adelfia,,,http://www.adelfiacpas.net,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adelfia-llc-1
Adell Harriman & Carpenter,,,http://www.ahcinvest.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adell-harriman---carpenter
Adelman Katz & Mond LLP,,,http://www.akmcpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adelman-katz---mond-llp
Atif Ahmad,,,http://www.adelomortgage.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adelo-mortgage--inc-
Adelson & Company PC,,"[{'score': 'high', 'number': '+1 413-443-6408', 'type': 'company_line'}]",http://www.adelsoncpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adelson---company-pc
Ademilar Consórcio de Investimento Imobiliário,,,http://www.ademilar.com.br,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/ademilar-
Ademino & Associates,,,http://www.ademino.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ademino---associates-
"Adeptus Partners, LLC",,"[{'score': 'high', 'number': '+1 212-758-8050', 'type': 'company_line'}]",http://www.adeptuscpas.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adeptus-partners--llc
Adequate Bookkeeping Services,,"[{'score': 'high', 'number': '+971 4 275 7432', 'type': 'company_line'}]",http://www.adequatebookkeeping.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adequate-bookkeeping
صندوق التنمية الزراعية,,,http://www.adf.gov.sa,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/adf-21
Abu Dhabi Finance,,"[{'score': 'high', 'number': '+971 2 659 1900', 'type': 'company_line'}]",http://www.adf.ae,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adf-ae
ADFG,,"[{'score': 'high', 'number': '+971 2 639 0700', 'type': 'company_line'}]",http://www.adfg.co,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adfg
Adfinity Financial Services,,"[{'score': 'high', 'number': '+27 21 914 6863', 'type': 'company_line'}]",http://www.adfinity.co.za,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adfinity-financial-services-
ADFITECH,,"[{'number': '+1 405-715-8000', 'score': 'high', 'type': 'company_line'}]",http://www.adfitech.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adfitech--inc-
Adhesion Wealth,,,http://www.adhesionwealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adhesion-wealth-advisor-solutions-inc
Adhikar,,,http://www.adhikarindia.org,,,Financial Services,,,,https://www.adapt.io/company/adhikar-1
ADI Consulting,,,http://www.adiconsulting.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adi-consulting
ADIF_2007,,,http://www.adif.az,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adif-2007
Adi Family Office,,,http://www.adifamily.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adifamily
InComm,,"[{'number': '+1 800-352-3084', 'score': 'high', 'type': 'company_line'}]",http://www.incomm.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/adility-inc-
Adion Financial Group,,"[{'score': 'high', 'number': '+1 860-516-3136', 'type': 'company_line'}]",http://www.adionfg.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adion-financial-group
Adir Insurance,,"[{'score': 'high', 'number': '+961 1 263 263', 'type': 'company_line'}]",http://www.adirinsurance.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/adir-insurance
Adirondack Bank,,"[{'number': '+1 315-798-4039', 'score': 'high', 'type': 'company_line'}]",http://www.adirondackbank.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adirondack-bank
Adirondack Financial Svc,,"[{'score': 'high', 'number': '+1 315-768-8888', 'type': 'company_line'}]",http://www.adkfinancialservices.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adirondack-financial-svc
Adirondack Trust,,"[{'number': '+1 518-584-5844', 'score': 'high', 'type': 'company_line'}]",http://www.adirondacktrust.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adirondack-trust-insurance
"Adit Ventures, LLC",,,http://www.aditventures.vc,,,Financial Services,,,,https://www.adapt.io/company/adit-ventures--llc
Aditya Birla Capital,,,http://www.adityabirlacapital.com,,> $1B,Financial Services,,,,https://www.adapt.io/company/aditya-birla-financial-shared-services-ltd-
Aditya Birla Insurance Brokers Ltd.,,,http://www.abibl.adityabirlacapital.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aditya-birla-insurance-brokers-ltd-
Aditya Birla Payments Bank,,,http://www.adityabirla.bank,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aditya-birla-payments-bank-1
ATS - Aditya Trading Solutions,,"[{'score': 'high', 'number': '+91 98422 33554', 'type': 'company_line'}]",http://www.adityatrading.in,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aditya-trading-solutions
AdjusterPro,,"[{'score': 'high', 'number': '+1 214-329-9030', 'type': 'company_line'}]",http://www.adjusterpro.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adjusterpro-llc
Adjusters International Pacific Northwest,,"[{'score': 'high', 'number': '+1 800-426-0677', 'type': 'company_line'}]",http://www.aipnw.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adjusters-international-pacific-northwest--aipnw--1
"Eagle Adjusting Services, LLC",,"[{'score': 'high', 'number': '+1 317-770-6050', 'type': 'company_line'}]",http://www.ryzeclaims.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adjusting-services
ADK Insurance Brokers Pty Ltd,,"[{'score': 'high', 'number': '+61 3 9348 1775', 'type': 'company_line'}]",http://www.adkinsurance.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adk-insurance-brokers-
"adkisson insurance agency, inc.",,,http://www.adkissoninsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adkisson-insurance-agency--inc-
Adler's Insurance Agency,,,http://www.adlersinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/adler-s-insurance-agency
ADM Capital,,,http://www.admcapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adm-capital
ADM CPA,,,http://www.admcpapc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/adm-cpa--pc
ADM Investor Services,,"[{'number': '+1 312-242-7000', 'score': 'high', 'type': 'company_line'}]",http://www.admis.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adm-investor-services
admanumfinance.com,,,http://www.admanumfinance.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/admanumfinance-com
admcrs.com,,,http://www.admcrs.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admcrs-com
GP Bullhound,,"[{'score': 'high', 'number': '+1 415-986-7480', 'type': 'company_line'}]",http://www.gpbullhound.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/admedia-partners-1
Admento,,"[{'score': 'high', 'number': '+47 405 55 400', 'type': 'company_line'}]",http://www.admento.no,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/admento
ADMIN Partners,,,http://www.youradminpartners.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admin-partners--llc
ADMIN RECOVERY LLC,,,http://www.adminrecovery.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/admin-recovery-llc-1
Adminis,,,http://www.adminis.co.nz,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/adminis-2
AdMinister Co.,,,http://www.administerco.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/administer-co-
administr,,,http://www.admnstr.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/administr
Administradora Danoral,,,http://www.danoral.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/administradora-danoral
Administrategia,,"[{'score': 'high', 'number': '+52 55 3300 7303', 'type': 'company_line'}]",http://www.administrategia.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/administrategia-com
Admin Advantage New,,,http://www.administrative-advantage.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/administrative-advantage
